step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.7080973386764526,0.5186203718185425,36.78656768798828,1.108820915222168,0.4999999701976776,0.019999997690320015,0.005
250,0.0010538214119151235,0.0005247163935564458,0.00048717320896685123,4.1931729356292635e-05,0.5074371099472046,0.01867612823843956,1.0
500,0.0053382073529064655,0.00039147003553807735,0.004720705561339855,0.00022603159595746547,0.519302487373352,0.01845058985054493,1.0
750,0.0025185549166053534,0.0002853402402251959,0.0020892799366265535,0.00014393479796126485,0.5324432253837585,0.018171660602092743,1.0
1000,0.0026522118132561445,0.00027705947286449373,0.0022258353419601917,0.00014931705663911998,0.5434901714324951,0.01796230673789978,1.0
1250,0.000861925189383328,0.00014820724027231336,0.0006569446413777769,5.6773329561110586e-05,0.5549477338790894,0.017734715715050697,1.0
1500,0.00023615965619683266,0.000112377674668096,0.00011201237794011831,1.1769607226597145e-05,0.5671781301498413,0.017483435571193695,1.0
1750,0.0009643904631957412,0.00013589413720183074,0.0007582292892038822,7.02669785823673e-05,0.5792961120605469,0.017232751473784447,1.0
2000,0.0002453730849083513,0.00011024669947801158,0.00012012396473437548,1.500241705798544e-05,0.5912925601005554,0.01691727340221405,1.0
2250,0.0007381581235677004,0.00012149067333666608,0.0005735245067626238,4.314291800255887e-05,0.6022230982780457,0.016732467338442802,1.0
2500,0.0004259337729308754,8.480223186779767e-05,0.00030868389876559377,3.244765684939921e-05,0.6131606101989746,0.016476666554808617,1.0
2750,0.0004233109357301146,8.968506881501526e-05,0.0002951165661215782,3.8509275327669457e-05,0.6240029335021973,0.01617588847875595,1.0
3000,0.0006221677758730948,8.964582229964435e-05,0.00044723591418005526,8.528602484147996e-05,0.6344054937362671,0.01593833602964878,1.0
