step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.3172183930873871,0.3151651620864868,0.40215083956718445,0.00849644374102354,0.4999999701976776,0.019999997690320015,0.005
250,0.25083962082862854,0.24933481216430664,0.0005804760148748755,0.0009243349777534604,0.5552061796188354,0.02476203255355358,1.0
500,0.24260452389717102,0.24194911122322083,0.00031002634204924107,0.0003453796380199492,0.5705196857452393,0.023510809987783432,1.0
750,0.24222026765346527,0.2415616661310196,0.00042379190563224256,0.00023480602249037474,0.5679618120193481,0.020511915907263756,1.0
1000,0.23800970613956451,0.23701603710651398,0.0007702458533458412,0.00022342102602124214,0.5504218339920044,0.018191296607255936,1.0
1250,0.24185483157634735,0.2400616854429245,0.001433804864063859,0.00035934618790633976,0.4937625527381897,0.016078170388936996,1.0
1500,0.16645966470241547,0.15930205583572388,0.002980093937367201,0.0041775088757276535,0.35102981328964233,0.013048131950199604,1.0
1750,0.04918423667550087,0.03877400979399681,0.009366655722260475,0.0010435684816911817,0.23026791214942932,0.012733816169202328,1.0
2000,0.013010285794734955,0.01251071784645319,0.00030433927895501256,0.00019522832008078694,0.2312125563621521,0.013044745661318302,1.0
2250,0.0069536142982542515,0.0061547355726361275,0.0007240112172439694,7.486779941245914e-05,0.25084418058395386,0.01326869335025549,1.0
2500,0.004347008652985096,0.003435772377997637,0.0008589637582190335,5.2272465836722404e-05,0.2685765027999878,0.013452207669615746,1.0
2750,0.004067706875503063,0.002590583171695471,0.0014439478982239962,3.3175710996147245e-05,0.2845509946346283,0.013611051253974438,1.0
3000,0.002559826709330082,0.002145859645679593,0.00039605802157893777,1.7909213056555018e-05,0.3001491129398346,0.01373230293393135,1.0
