step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.31475830078125,0.3147578239440918,9.730816236697137e-05,9.983555173675995e-07,0.4999999701976776,0.019999997690320015,0.005
250,0.08075786381959915,0.06529059261083603,0.014452045783400536,0.0010152242612093687,0.39102065563201904,0.013826465234160423,1.0
500,0.027583645656704903,0.021159062162041664,0.005757570266723633,0.0006670124130323529,0.3768458068370819,0.01213157456368208,1.0
750,0.015049112029373646,0.010336284525692463,0.0038883069064468145,0.0008245203644037247,0.4399736225605011,0.011474988423287868,1.0
1000,0.012040207162499428,0.00743506895378232,0.0035035046748816967,0.0011016337666660547,0.5154699087142944,0.011063268408179283,1.0
1250,0.01045286189764738,0.005779058672487736,0.0032284175977110863,0.0014453856274485588,0.5953461527824402,0.010744292289018631,1.0
1500,0.00825134851038456,0.004417022690176964,0.0023680448066443205,0.0014662803150713444,0.672203540802002,0.01047604065388441,1.0
1750,0.0052162944339215755,0.002650126349180937,0.0018617501482367516,0.0007044178200885653,0.7430126667022705,0.010234911926090717,1.0
2000,0.003279327414929867,0.0014462304534390569,0.0013142703101038933,0.0005188267678022385,0.8048956990242004,0.009948225691914558,1.0
2250,0.004915956407785416,0.0029168808832764626,0.0015428842743858695,0.0004561909881886095,0.8552089929580688,0.009711463935673237,1.0
2500,0.006695067510008812,0.003132201498374343,0.003150749020278454,0.0004121166421100497,0.8943861722946167,0.009510819800198078,1.0
2750,0.0023904982954263687,0.001143772853538394,0.0009354106732644141,0.00031131485593505204,0.9226223230361938,0.009352197870612144,1.0
3000,0.0028885493520647287,0.001105890842154622,0.0014852273743599653,0.00029743113555014133,0.9437092542648315,0.00923125073313713,1.0
