step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.3188484311103821,0.3188473582267761,0.00021040611318312585,3.5070825106231496e-06,0.4999999701976776,0.019999997690320015,0.005
250,0.2624417841434479,0.25104209780693054,0.009661504067480564,0.0017381840152665973,0.584327220916748,0.025709791108965874,1.0
500,0.24677179753780365,0.24466608464717865,0.000962861638981849,0.0011428444413468242,0.6402489542961121,0.03007674030959606,1.0
750,0.24920116364955902,0.24779804050922394,0.000697291106916964,0.000705845421180129,0.617611825466156,0.030611161142587662,1.0
1000,0.23905260860919952,0.23798668384552002,0.0005553090013563633,0.0005106135504320264,0.5948059558868408,0.029949357733130455,1.0
1250,0.24406710267066956,0.2432749718427658,0.0003656249609775841,0.0004264945164322853,0.5462548732757568,0.028469357639551163,1.0
1500,0.24775347113609314,0.23924846947193146,0.007963798008859158,0.000541217508725822,0.487649530172348,0.026280591264367104,1.0
1750,0.23058199882507324,0.21452444791793823,0.013261700049042702,0.002795848296955228,0.3168376386165619,0.022892331704497337,1.0
2000,0.10906240344047546,0.09666704386472702,0.006022392772138119,0.006372969597578049,0.23028729856014252,0.01925673335790634,1.0
2250,0.025711126625537872,0.017596103250980377,0.003400613786652684,0.004714407958090305,0.21841742098331451,0.01808108389377594,1.0
2500,0.005541699472814798,0.0035446067340672016,0.0010755537077784538,0.0009215391473844647,0.24482479691505432,0.01918603666126728,1.0
2750,0.0030654813162982464,0.0021473101805895567,0.0006131175323389471,0.0003050535742659122,0.2762739956378937,0.019987761974334717,1.0
3000,0.0023411463480442762,0.001474594115279615,0.0007135092164389789,0.00015304310363717377,0.30434536933898926,0.020445691421628,1.0
