step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.6580567359924316,0.5041542053222656,29.867557525634766,0.9129465818405151,0.4999999701976776,0.019999997690320015,0.005
250,0.30916568636894226,0.308929443359375,0.00022542040096595883,1.0826806828845292e-05,0.5062730312347412,0.016380159184336662,1.0
500,0.2971566915512085,0.2963906228542328,0.0006730823661200702,9.299696102971211e-05,0.506277859210968,0.016052931547164917,1.0
750,0.31964853405952454,0.30506226420402527,0.014004253782331944,0.0005820002406835556,0.5062242150306702,0.014749165624380112,1.0
1000,0.30134472250938416,0.3011064827442169,0.00022991331934463233,8.325469025294296e-06,0.5065560340881348,0.014016080647706985,1.0
1250,0.31078410148620605,0.3081834316253662,0.0024902927689254284,0.00011038436787202954,0.5067078471183777,0.013631165027618408,1.0
1500,0.3806373178958893,0.3037569522857666,0.07332558929920197,0.0035547835286706686,0.5062345266342163,0.009733646176755428,1.0
1750,0.3056182265281677,0.30560579895973206,1.0049952834378928e-05,2.3851098376326263e-06,0.5050603747367859,0.008249884471297264,1.0
2000,0.48792901635169983,0.30469217896461487,0.17874205112457275,0.0044947899878025055,0.5051716566085815,0.008157076314091682,1.0
2250,0.3020734488964081,0.3020610809326172,1.1309327419439796e-05,1.0620250350257265e-06,0.5050977468490601,0.007577795069664717,1.0
2500,0.30537810921669006,0.303519606590271,0.001833333633840084,2.5175486371153966e-05,0.5050963759422302,0.007573372218757868,1.0
2750,0.30514660477638245,0.30371326208114624,0.0014204657636582851,1.2884498573839664e-05,0.5051072835922241,0.007564254105091095,1.0
3000,0.332743376493454,0.30532002449035645,0.025727858766913414,0.0016954755410552025,0.505196750164032,0.0075487541034817696,1.0
