step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.7171427011489868,0.5276657342910767,36.78656768798828,1.108820915222168,0.4999999701976776,0.019999997690320015,0.005
250,0.000776712957303971,0.00021315464982762933,0.0005302625941112638,3.329570608912036e-05,0.4932780861854553,0.018612142652273178,1.0
500,0.0018779173260554671,9.478628635406494e-05,0.001710056676529348,7.307439227588475e-05,0.4976844787597656,0.01843523606657982,1.0
750,0.0005409306031651795,5.5937052820809186e-05,0.0004610258911270648,2.3967666493263096e-05,0.5014021396636963,0.018238931894302368,1.0
1000,0.0012430083006620407,6.103770283516496e-05,0.0011217333376407623,6.023729656590149e-05,0.50506192445755,0.01807321608066559,1.0
1250,0.00044494945905171335,2.7863607101608068e-05,0.00039780675433576107,1.9279112166259438e-05,0.5089488625526428,0.017879165709018707,1.0
1500,0.000416937458794564,2.865400892915204e-05,0.0003658509813249111,2.243247399746906e-05,0.5128252506256104,0.01769859343767166,1.0
1750,0.0005957528483122587,3.0069526474107988e-05,0.0005337465554475784,3.193673910573125e-05,0.5168801546096802,0.01748383231461048,1.0
2000,0.0009500065352767706,4.116065247217193e-05,0.0008520163828507066,5.682947812601924e-05,0.521163821220398,0.017256900668144226,1.0
2250,0.0008903589914552867,3.639222268247977e-05,0.0007960018701851368,5.796486948383972e-05,0.5252102613449097,0.017014672979712486,1.0
2500,0.0006992590497247875,1.890642670332454e-05,0.0006381063722074032,4.224624717608094e-05,0.5293825268745422,0.016745075583457947,1.0
2750,0.0003234539763070643,1.9191367755411193e-05,0.00027879432309418917,2.5468300009379163e-05,0.533625602722168,0.016438117250800133,1.0
3000,0.0006756743532605469,3.0148556106723845e-05,0.0005949580809101462,5.05677453475073e-05,0.5377944111824036,0.01612698845565319,1.0
