step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.39918842911720276,0.39892080426216125,0.05215395987033844,0.0013736134860664606,0.4999999701976776,0.019999997690320015,0.005
250,0.009904223494231701,0.0066284253261983395,0.001822711550630629,0.0014530865009874105,0.5516588091850281,0.016976850107312202,1.0
500,0.00476995250210166,0.0027140090242028236,0.0012205312959849834,0.0008354122983291745,0.6726117134094238,0.015791235491633415,1.0
750,0.002253451384603977,0.001123176421970129,0.0007383550400845706,0.0003919198934454471,0.7765746116638184,0.014711931347846985,1.0
1000,0.0010245791636407375,0.00041142530972138047,0.00043768930481746793,0.00017546454910188913,0.8583590984344482,0.013692923821508884,1.0
1250,0.00044448336120694876,0.00017031810421030968,0.0001924538373714313,8.171141962520778e-05,0.9154560565948486,0.012900992296636105,1.0
1500,0.0002529919147491455,8.527535828761756e-05,0.00012364238500595093,4.40741641796194e-05,0.9522190690040588,0.012334153987467289,1.0
1750,0.0001849472610047087,4.846103547606617e-05,0.00010075507452711463,3.573115463950671e-05,0.9736818671226501,0.011913099326193333,1.0
2000,0.0002049836330115795,6.573971040779725e-05,0.00011760251072701067,2.164139732485637e-05,0.9859738349914551,0.011567776091396809,1.0
2250,0.0002358281344641,7.599337550345808e-05,0.00012227681872900575,3.755793295567855e-05,0.9916298389434814,0.011275448836386204,1.0
2500,0.000121888610010501,3.5337005101609975e-05,7.240305421873927e-05,1.4148550690151751e-05,0.9942601919174194,0.01102583110332489,1.0
2750,0.000528869975823909,0.00015078256546985358,0.00035178574034944177,2.630165545269847e-05,0.9960620403289795,0.010800635442137718,1.0
3000,0.00021429569460451603,7.048904080875218e-05,0.0001166171277873218,2.7189531465410255e-05,0.9963576197624207,0.010597925633192062,1.0
