step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.31723466515541077,0.3172335922718048,0.00021040611318312585,3.5070825106231496e-06,0.4999999701976776,0.019999997690320015,0.005
250,0.26166245341300964,0.25127577781677246,0.008493487723171711,0.0018931824015453458,0.627048134803772,0.018671192228794098,1.0
500,0.24692527949810028,0.24444615840911865,0.0011679392773658037,0.001311187632381916,0.6226689219474792,0.018033547326922417,1.0
750,0.2423652559518814,0.24051563441753387,0.0007908617844805121,0.001058751018717885,0.5530895590782166,0.01581449992954731,1.0
1000,0.23904085159301758,0.23693403601646423,0.0011817218037322164,0.0009250955772586167,0.47483229637145996,0.013504132628440857,1.0
1250,0.24045300483703613,0.23861242830753326,0.0007724930765107274,0.0010680807754397392,0.41222572326660156,0.011496252380311489,1.0
1500,0.2300041913986206,0.22698810696601868,0.0017074267379939556,0.0013086686376482248,0.3608975410461426,0.009829211980104446,1.0
1750,0.230691596865654,0.22060546278953552,0.006989177782088518,0.0030969595536589622,0.3164900243282318,0.008377677761018276,1.0
2000,0.18797630071640015,0.17469750344753265,0.009215345606207848,0.004063454456627369,0.260057270526886,0.007351226639002562,1.0
2250,0.07829552888870239,0.06912334263324738,0.0036335408221930265,0.005538641475141048,0.20554733276367188,0.007304852828383446,1.0
2500,0.03835518658161163,0.022127019241452217,0.013820838183164597,0.0024073291569948196,0.1940203458070755,0.007781201507896185,1.0
2750,0.012184037826955318,0.008525706827640533,0.003011900233104825,0.0006464312318712473,0.2030794471502304,0.008243242278695107,1.0
3000,0.006139848846942186,0.005182097665965557,0.0007032717694528401,0.00025447920779697597,0.21888649463653564,0.008493325673043728,1.0
