step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.6962025165557861,0.506725549697876,36.78656768798828,1.108820915222168,0.4999999701976776,0.019999997690320015,0.005
250,0.007328522391617298,0.0031032392289489508,0.004032219760119915,0.00019306311151012778,0.5112099647521973,0.018796797841787338,1.0
500,0.005363794043660164,0.0025336341932415962,0.0026446005795150995,0.00018555934366304427,0.523713231086731,0.01853480190038681,1.0
750,0.003248668508604169,0.0022250821348279715,0.0009560273610986769,6.755908543709666e-05,0.5330746173858643,0.01823737658560276,1.0
1000,0.006757236551493406,0.0021573274862021208,0.004392795264720917,0.00020711364049930125,0.5410401225090027,0.01791355572640896,1.0
1250,0.0031447734218090773,0.001949855126440525,0.0011132035870105028,8.171478111762553e-05,0.5480594038963318,0.01755193993449211,1.0
1500,0.003200634615495801,0.0018078399589285254,0.0013070243876427412,8.577039989177138e-05,0.5542341470718384,0.01712288148701191,1.0
1750,0.0037857084535062313,0.001823111088015139,0.0018251424189656973,0.000137454888317734,0.5599330067634583,0.01669296622276306,1.0
2000,0.002666531130671501,0.001705320319160819,0.0008909726748242974,7.023795478744432e-05,0.5655307769775391,0.01618678867816925,1.0
2250,0.002311154268682003,0.0017198700224980712,0.0005440136301331222,4.727057239506394e-05,0.5708497762680054,0.01566445641219616,1.0
2500,0.003565734950825572,0.0016006570076569915,0.0017755808075889945,0.00018949704826809466,0.575595498085022,0.015093118883669376,1.0
2750,0.0025144615210592747,0.0015922908205538988,0.0008270288817584515,9.514174598734826e-05,0.5800327062606812,0.014558827504515648,1.0
3000,0.002437623916193843,0.001572379725985229,0.0007720493013039231,9.319497621618211e-05,0.5840728282928467,0.014024491421878338,1.0
