step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.31861355900764465,0.3186124861240387,0.00021040611318312585,3.5070825106231496e-06,0.4999999701976776,0.019999997690320015,0.005
250,0.26097044348716736,0.2526172697544098,0.006724202074110508,0.0016289635095745325,0.5560380220413208,0.021977398544549942,1.0
500,0.24747039377689362,0.24554167687892914,0.0006485439371317625,0.0012801692355424166,0.5359523296356201,0.0245831236243248,1.0
750,0.24419152736663818,0.24285465478897095,0.0004705588216893375,0.0008663095068186522,0.48691096901893616,0.023871468380093575,1.0
1000,0.24128280580043793,0.23997482657432556,0.000575404497794807,0.0007325778133235872,0.4273652732372284,0.02208412066102028,1.0
1250,0.24204866588115692,0.23988144099712372,0.0011455705389380455,0.0010216569062322378,0.3549244701862335,0.0203238595277071,1.0
1500,0.2153211385011673,0.2034212052822113,0.00881168432533741,0.0030882523860782385,0.24229685962200165,0.019413547590374947,1.0
1750,0.1303914487361908,0.11838756501674652,0.007344174664467573,0.004659715108573437,0.18985573947429657,0.01882360503077507,1.0
2000,0.05343561992049217,0.04354206845164299,0.004500586073845625,0.005392963532358408,0.1818370521068573,0.017871925607323647,1.0
2250,0.012752034701406956,0.008062141016125679,0.0024147992953658104,0.0022750941570848227,0.2045484036207199,0.017678270116448402,1.0
2500,0.0051009394228458405,0.004190156236290932,0.00032401407952420413,0.0005867688450962305,0.23077547550201416,0.018462175503373146,1.0
2750,0.004217611160129309,0.003004547441378236,0.0009557360899634659,0.00025732789072208107,0.2587945759296417,0.019043948501348495,1.0
3000,0.0037928475067019463,0.002524800132960081,0.0011292758863419294,0.0001387715747114271,0.28686249256134033,0.0194611344486475,1.0
