step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.37934204936027527,0.37907442450523376,0.05215395987033844,0.0013736134860664606,0.4999999701976776,0.019999997690320015,0.005
250,0.010651801712810993,0.007136176340281963,0.001977380830794573,0.001538243843242526,0.5509446859359741,0.01718374527990818,1.0
500,0.005228560883551836,0.0029431218281388283,0.0013823587214574218,0.0009030801011249423,0.6676418781280518,0.016003422439098358,1.0
750,0.0018701469525694847,0.0009843846783041954,0.0005012101610191166,0.00038455220055766404,0.769981324672699,0.015013492666184902,1.0
1000,0.0011833037715405226,0.0005284106591716409,0.00048295792657881975,0.0001719351566862315,0.8515799045562744,0.014066956005990505,1.0
1250,0.0008605129551142454,0.0005283679347485304,0.00025181181263178587,8.033319318201393e-05,0.9107000827789307,0.013324691914021969,1.0
1500,0.00022385033662430942,7.193095370894298e-05,0.00010803553595906124,4.388385423226282e-05,0.9487905502319336,0.012765803374350071,1.0
1750,0.0003044648328796029,8.553779480280355e-05,0.00018737450591288507,3.155254671582952e-05,0.9716642498970032,0.012321884743869305,1.0
2000,0.00010553157335380092,2.3875552869867533e-05,6.170108099468052e-05,1.995494130824227e-05,0.9837543964385986,0.011958387680351734,1.0
2250,0.00018269725842401385,5.404604598879814e-05,0.00010021160414908081,2.843960464815609e-05,0.9901084303855896,0.011639576405286789,1.0
2500,0.00010662780550774187,2.9963028282509185e-05,6.0814229073002934e-05,1.5850551790208556e-05,0.9931579828262329,0.011343895457684994,1.0
2750,0.0004927647532895207,0.00022028959938324988,0.00024011620553210378,3.235896292608231e-05,0.9947952032089233,0.011093023233115673,1.0
3000,6.802201824029908e-05,1.6869966202648357e-05,3.904913683072664e-05,1.2102915206924081e-05,0.9956765174865723,0.010850847698748112,1.0
