step,loss,data_loss,pde_loss,continuity_loss,lambda_1,lambda_2,pde_warmup
1,0.323402464389801,0.32340115308761597,0.00025685649598017335,3.636921064753551e-06,0.4999999701976776,0.019999997690320015,0.005
250,0.2582706809043884,0.2519877851009369,0.0031474444549530745,0.0031354392413049936,0.5650190114974976,0.017248785123229027,1.0
500,0.2513390779495239,0.24759477376937866,0.001596894464455545,0.002147391438484192,0.5188905596733093,0.015984630212187767,1.0
750,0.2477351725101471,0.24508537352085114,0.0012454893440008163,0.0014043115079402924,0.43785396218299866,0.01545300055295229,1.0
1000,0.24686168134212494,0.24219907820224762,0.0036528068594634533,0.0010097984923049808,0.403744637966156,0.014538854360580444,1.0
1250,0.2437267154455185,0.23975560069084167,0.0023635795805603266,0.0016075437888503075,0.366349458694458,0.014138003811240196,1.0
1500,0.17064468562602997,0.1534944623708725,0.012302275747060776,0.0048479484394192696,0.27195242047309875,0.013246712274849415,1.0
1750,0.04045964777469635,0.01789694093167782,0.01768074743449688,0.004881957545876503,0.22282153367996216,0.011553844437003136,1.0
2000,0.003859090618789196,0.002373388037085533,0.0006472212262451649,0.0008384812390431762,0.2585495710372925,0.011770639568567276,1.0
2250,0.0020921805407851934,0.0014408447314053774,0.0003655688196886331,0.0002857671061065048,0.3022887110710144,0.01203084085136652,1.0
2500,0.0014144815504550934,0.0010124573018401861,0.00026745369541458786,0.00013457052409648895,0.3420393168926239,0.012182410806417465,1.0
2750,0.0011445204727351665,0.0007922491640783846,0.0002609440707601607,9.132719424087554e-05,0.3785358965396881,0.012277613393962383,1.0
3000,0.0009004162857308984,0.0006170182605274022,0.00022943470685277134,5.396333654061891e-05,0.41254690289497375,0.01236062590032816,1.0
