step,loss,data_loss,pde_loss,continuity_loss
1,0.1914532631635666,0.1914532631635666,0.0,0.0
10,0.1826910823583603,0.1826910823583603,0.0,0.0
20,0.18451200425624847,0.18451200425624847,0.0,0.0
